OPE6_ID,INSTNM,CONTROL,CIP4,CIPCODE,CIPDESC,Program_Normalized,CREDLEV,IPEDSCOUNT2,EARN_MDN_1YR,EARN_MDN_4YR,EARN_MDN_5YR,EARN_GT_THRESHOLD_5YR,DEBT_ALL_STGP_EVAL_MDN
1019,Huntingdon College,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,53,40031,48930,57454,119,27250
1019,Huntingdon College,Private,52.03,5203,Accounting and Related Services.,Accounting,3,10,,,,,
1019,Huntingdon College,Private,54.01,5401,History.,History,3,12,,,,,
1020,Jacksonville State University,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,45,62795,57607,65546,25,22492
1020,Jacksonville State University,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,65,41384,41686,45498,85,23000
1020,Jacksonville State University,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,10,,42533,,,
1020,Jacksonville State University,Public,23.01,2301,"English Language and Literature, General.",English,3,28,37774,37135,44413,31,22391
1020,Jacksonville State University,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,102,30939,39414,43553,48,25557
1020,Jacksonville State University,Public,26.01,2601,"Biology, General.",Biology,3,67,33236,40744,42418,43,20896
1020,Jacksonville State University,Public,27.01,2701,Mathematics.,Mathematics,3,14,,,,,
1020,Jacksonville State University,Public,40.05,4005,Chemistry.,Chemistry,3,6,,,50599,,
1020,Jacksonville State University,Public,42.01,4201,"Psychology, General.",Psychology,3,37,23135,32468,37228,28,25950
1020,Jacksonville State University,Public,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,23,33879,42463,48116,74,25783
1020,Jacksonville State University,Public,44.07,4407,Social Work.,Social Work,3,47,34485,38545,40166,45,25000
1020,Jacksonville State University,Public,45.06,4506,Economics.,Economics,3,11,,,,,
1020,Jacksonville State University,Public,45.1,4510,Political Science and Government.,Political Science,3,24,,39831,58792,,
1020,Jacksonville State University,Public,45.11,4511,Sociology.,Sociology,3,7,,,,,
1020,Jacksonville State University,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,6,,,,,
1020,Jacksonville State University,Public,50.07,5007,Fine and Studio Arts.,Art,3,22,20826,31069,37137,21,24500
1020,Jacksonville State University,Public,50.09,5009,Music.,Music,3,32,32893,43054,48790,17,28000
1020,Jacksonville State University,Public,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,58,24692,40007,48322,49,27624
1020,Jacksonville State University,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,313,68896,65891,76445,231,15330
1020,Jacksonville State University,Public,52.01,5201,"Business/Commerce, General.",Business Administration,3,0,,,,,
1020,Jacksonville State University,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,73,39729,44107,49340,67,25000
1020,Jacksonville State University,Public,52.03,5203,Accounting and Related Services.,Accounting,3,49,40541,52748,63298,47,20175
1020,Jacksonville State University,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,36,39457,46653,58732,28,15000
1020,Jacksonville State University,Public,52.14,5214,Marketing.,Marketing,3,50,38458,40002,,,18301
1020,Jacksonville State University,Public,54.01,5401,History.,History,3,33,29057,37766,45173,26,28500
1023,Judson College,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,0,,,,,
1023,Judson College,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,0,,,,,
1023,Judson College,Private,23.01,2301,"English Language and Literature, General.",English,3,0,,,,,
1023,Judson College,Private,26.01,2601,"Biology, General.",Biology,3,0,,,,,
1023,Judson College,Private,27.01,2701,Mathematics.,Mathematics,3,0,,,,,
1023,Judson College,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,0,,,,,
1023,Judson College,Private,40.05,4005,Chemistry.,Chemistry,3,0,,,,,
1023,Judson College,Private,42.01,4201,"Psychology, General.",Psychology,3,0,,,,,26500
1023,Judson College,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,0,,,,,
1023,Judson College,Private,44.07,4407,Social Work.,Social Work,3,0,,,,,
1023,Judson College,Private,50.07,5007,Fine and Studio Arts.,Art,3,0,,,,,
1023,Judson College,Private,50.09,5009,Music.,Music,3,0,,,,,
1023,Judson College,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,0,,,,,
1023,Judson College,Private,54.01,5401,History.,History,3,0,,,,,
1024,University of West Alabama,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,33,,44018,50652,,
1024,University of West Alabama,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,19,,42818,48411,26,
1024,University of West Alabama,Public,23.01,2301,"English Language and Literature, General.",English,3,11,,,,,
1024,University of West Alabama,Public,26.01,2601,"Biology, General.",Biology,3,19,30019,,,,27000
1024,University of West Alabama,Public,27.01,2701,Mathematics.,Mathematics,3,5,,,,,
1024,University of West Alabama,Public,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,67,31786,35717,36443,,27000
1024,University of West Alabama,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,28,,,,,
1024,University of West Alabama,Public,40.05,4005,Chemistry.,Chemistry,3,4,,,,,
1024,University of West Alabama,Public,42.01,4201,"Psychology, General.",Psychology,3,21,,,,,
1024,University of West Alabama,Public,45.06,4506,Economics.,Economics,3,7,,,,,
1024,University of West Alabama,Public,45.11,4511,Sociology.,Sociology,3,8,,,,,
1024,University of West Alabama,Public,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,4,,,,,
1024,University of West Alabama,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,27,36920,,,,30875
1024,University of West Alabama,Public,52.03,5203,Accounting and Related Services.,Accounting,3,9,,,,,
1024,University of West Alabama,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,5,,,,,
1024,University of West Alabama,Public,52.14,5214,Marketing.,Marketing,3,5,,,,,
1024,University of West Alabama,Public,54.01,5401,History.,History,3,5,,,,,
1028,Miles College,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,0,,,,,
1028,Miles College,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,1,,,,,
1028,Miles College,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,1,,,,,
1028,Miles College,Private,23.01,2301,"English Language and Literature, General.",English,3,2,,,,,
1028,Miles College,Private,26.01,2601,"Biology, General.",Biology,3,26,,,,,
1028,Miles College,Private,27.01,2701,Mathematics.,Mathematics,3,2,,,,,
1028,Miles College,Private,40.05,4005,Chemistry.,Chemistry,3,1,,,,,
1028,Miles College,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,37,,38180,41808,31,32041
1028,Miles College,Private,44.07,4407,Social Work.,Social Work,3,14,,37671,,,
1028,Miles College,Private,45.1,4510,Political Science and Government.,Political Science,3,2,,,,,
1028,Miles College,Private,50.09,5009,Music.,Music,3,4,,,,,
1028,Miles College,Private,52.01,5201,"Business/Commerce, General.",Business Administration,3,0,,,,,
1028,Miles College,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,56,,39687,43042,,
1028,Miles College,Private,52.03,5203,Accounting and Related Services.,Accounting,3,13,,,,,
1028,Miles College,Private,54.01,5401,History.,History,3,0,,,,,
1029,University of Mobile,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,0,,,,,
1029,University of Mobile,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,19,42701,,,,29750
1029,University of Mobile,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,6,,,,,
1029,University of Mobile,Private,23.01,2301,"English Language and Literature, General.",English,3,0,,,,,
1029,University of Mobile,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,10,,,,,
1029,University of Mobile,Private,26.01,2601,"Biology, General.",Biology,3,10,,,,,
1029,University of Mobile,Private,27.01,2701,Mathematics.,Mathematics,3,1,,,,,
1029,University of Mobile,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,22,26785,,,,26000
1029,University of Mobile,Private,42.01,4201,"Psychology, General.",Psychology,3,17,27637,,,,27000
1029,University of Mobile,Private,45.1,4510,Political Science and Government.,Political Science,3,2,,,,,
1029,University of Mobile,Private,45.11,4511,Sociology.,Sociology,3,4,,,,,
1029,University of Mobile,Private,50.04,5004,Design and Applied Arts.,Design,3,0,,,,,
1029,University of Mobile,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,3,,,,,
1029,University of Mobile,Private,50.07,5007,Fine and Studio Arts.,Art,3,2,,,,,
1029,University of Mobile,Private,50.09,5009,Music.,Music,3,5,,,,,
1029,University of Mobile,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,54,66307,,,,25750
1029,University of Mobile,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,26,35819,41840,48916,,35248
1029,University of Mobile,Private,52.03,5203,Accounting and Related Services.,Accounting,3,4,,,,,
1029,University of Mobile,Private,54.01,5401,History.,History,3,4,,,,,
1004,University of Montevallo,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,5,,,,,
1004,University of Montevallo,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,47,41692,43288,49041,43,24500
1004,University of Montevallo,Public,23.01,2301,"English Language and Literature, General.",English,3,16,,37772,46333,26,
1004,University of Montevallo,Public,26.01,2601,"Biology, General.",Biology,3,15,,,,,
1004,University of Montevallo,Public,27.01,2701,Mathematics.,Mathematics,3,8,,,,,
1004,University of Montevallo,Public,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,2,,,,,
1004,University of Montevallo,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,42,30250,37860,45166,27,25000
1004,University of Montevallo,Public,40.05,4005,Chemistry.,Chemistry,3,7,,,,,
1004,University of Montevallo,Public,42.01,4201,"Psychology, General.",Psychology,3,21,26246,34157,36804,31,20048
1004,University of Montevallo,Public,44.07,4407,Social Work.,Social Work,3,28,32262,36843,41996,33,23250
1004,University of Montevallo,Public,45.1,4510,Political Science and Government.,Political Science,3,13,,,,,
1004,University of Montevallo,Public,45.11,4511,Sociology.,Sociology,3,9,,,,,
1004,University of Montevallo,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,20,,21392,33007,,
1004,University of Montevallo,Public,50.07,5007,Fine and Studio Arts.,Art,3,25,25150,30017,35254,35,26000
1004,University of Montevallo,Public,50.09,5009,Music.,Music,3,16,,,,,
1004,University of Montevallo,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,20,,,44182,,
1004,University of Montevallo,Public,52.03,5203,Accounting and Related Services.,Accounting,3,12,,55059,61623,28,
1004,University of Montevallo,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,15,,,,,
1004,University of Montevallo,Public,52.14,5214,Marketing.,Marketing,3,29,,,,,
1004,University of Montevallo,Public,54.01,5401,History.,History,3,13,32263,38642,51857,17,
1016,University of North Alabama,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,35,68996,,,,27000
1016,University of North Alabama,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,121,42529,43330,48459,91,23250
1016,University of North Alabama,Public,23.01,2301,"English Language and Literature, General.",English,3,29,26213,36408,42599,19,24999
1016,University of North Alabama,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,0,,,,,
1016,University of North Alabama,Public,26.01,2601,"Biology, General.",Biology,3,50,30593,36124,50640,29,20205
1016,University of North Alabama,Public,27.01,2701,Mathematics.,Mathematics,3,6,,,,,
1016,University of North Alabama,Public,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,0,30633,,,,24845
1016,University of North Alabama,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,75,29714,,,,20000
1016,University of North Alabama,Public,40.05,4005,Chemistry.,Chemistry,3,15,49497,70485,76484,20,23250
1016,University of North Alabama,Public,42.01,4201,"Psychology, General.",Psychology,3,0,,,,,
1016,University of North Alabama,Public,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,52,20182,,,,19125
1016,University of North Alabama,Public,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,26,31595,41252,48367,26,20375
1016,University of North Alabama,Public,44.07,4407,Social Work.,Social Work,3,61,36948,36467,42773,47,27000
1016,University of North Alabama,Public,45.1,4510,Political Science and Government.,Political Science,3,15,,,,,19500
1016,University of North Alabama,Public,45.11,4511,Sociology.,Sociology,3,14,30591,36813,,,25000
1016,University of North Alabama,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,6,,,,,
